__mclCluster	name	PRWP	score
33.0	FAM160B1	0.0	-1
8.0	APOPT1	0.0449405081004	-1
8.0	FAM84A	0.0449405081004	-1
649.0	FGFR3	0.0	-1
8.0	OR8H2	0.0449405081004	-1
33.0	TPK1	0.0	-1
391.0	BATF	0.0	-1
1153.0	TMED5	0.0	-1
24.0	ARHGAP45	0.0979215897962	-1
42.0	SIRT6	0.0911203379483	-1
822.0	SAG	0.0	-1
62.0	SYNGR3	0.059759700095	-1
229.0	CTU2	0.0	-1
8.0	PCP2	0.0449405081004	-1
534.0	LPP	0.0	-1
1216.0	AGAP2	0.0	-1
347.0	LYVE1	0.0	-1
260.0	USP9Y	0.0	-1
33.0	CDCA7	0.0	-1
77.0	RARS2	0.0	-1
8.0	LYZL4	0.0449405081004	-1
33.0	VPS37C	0.0	-1
53.0	ZNF793	0.0	-1
62.0	SLC15A4	0.059759700095	-1
260.0	STOX2	0.0	-1
33.0	FAM168B	0.0	-1
883.0	CDS2	0.0	-1
676.0	HEMGN	0.0	-1
107.0	MRC1	0.235677032149	-1
8.0	S100G	0.0449405081004	-1
1507.0	ANXA9	0.0	-1
62.0	HPN	0.059759700095	0.13225461033
1599.0	CLEC6A	0.0	-1
1599.0	CLEC4D	0.0	-1
62.0	ACSF3	0.059759700095	-1
8.0	ABAT	0.0449405081004	-1
353.0	GOLGA1	0.0	-1
302.0	NME5	0.157118021432	-1
622.0	ERCC5	0.235677032148	-1
614.0	NPHS2	0.514940756884	-1
260.0	FAM110B	0.0	-1
8.0	NR2C2AP	0.0449405081004	-1
1049.0	ZNRF3	0.307260336431	-1
145.0	FICD	0.0	-1
8.0	NANP	0.0449405081004	-1
322.0	SAMD9	0.0	-1
33.0	KDELR2	0.0	-1
394.0	RUNX2	0.0	-1
10.0	CDX1	0.0124565001256	-1
1598.0	HILPDA	0.0	-1
1598.0	FZD10	0.0	-1
8.0	MACROD1	0.0449405081004	-1
8.0	PIGV	0.0449405081004	-1
1575.0	KCNH1	0.0	-1
170.0	MMP28	0.0	-1
8.0	ST6GALNAC4	0.0449405081004	-1
19.0	CCDC7	0.0214251847407	-1
439.0	ERCC6L2	0.0	-1
1.0	ZNF570	0.0121778818061	-1
1460.0	WNT11	0.0	-1
1080.0	ESYT2	0.0	-1
260.0	SNX22	0.0	-1
1597.0	GIMAP2	0.0	-1
1597.0	GIMAP7	0.0	-1
1071.0	IAPP	0.0	-1
428.0	BBS10	0.184356201859	-1
10.0	QSER1	0.0124565001256	-1
273.0	SNX18	0.0	-1
33.0	CD58	0.0	-1
1308.0	DRD4	0.0	-1
